t-25	Dennis has not visited Burlington, Joshua has not visited Manchester, Edward has visited Salinas and if Dennis has not visited Burlington then Andy has visited Truro	Andy has not visited Truro	CONTRADICTION
t-26	Clifford has not visited Centralia, Bruce has not visited Belen, Brian has visited Skagway and if Bruce has visited Belen then Allen has visited Enfield	Allen has visited Enfield	NEUTRAL
t-27	Duane has not visited Elwood, Tim has visited Martinsville, Herman has visited Provincetown and if Herman has visited Provincetown then Wayne has visited Rock Hill	Wayne has visited Rock Hill	ENTAILMENT
t-28	Leon has not visited Defiance, Adam has not visited Tucumcari, Franklin has visited Sainte Genevieve and if Adam has not visited Tucumcari then Ted has visited Woburn	Ted has not visited Woburn	CONTRADICTION
t-29	Walter has not visited Littleton, Shawn has visited Centralia, Jon has visited Beverly Hills and if Shawn has visited Centralia then Russell has visited Warrensburg	Russell has not visited Warrensburg	CONTRADICTION
t-30	Nelson has not visited Arkansas Post, Derek has visited San Angelo, Clinton has not visited Glenview and if Clinton has not visited Glenview then John has visited Highland Park	John has visited Highland Park	ENTAILMENT
t-31	Max has not visited North Las Vegas, Jason has visited Nappanee, Warren has not visited Vallejo and if Warren has not visited Vallejo then Rene has visited San Felipe	Rene has not visited San Felipe	CONTRADICTION
t-32	Jeff has not visited Marietta, George has visited French Lick, Tyrone has visited River Forest and if George has visited French Lick then Stanley has visited Connecticut	Stanley has not visited Connecticut	CONTRADICTION
t-33	Cory has not visited Georgetown, Stanley has not visited Clovis, Ivan has visited New Jersey and if Stanley has visited Clovis then Javier has visited Jeffersonville	Javier has not visited Jeffersonville	NEUTRAL
t-34	Lawrence has not visited Santa Fe, Anthony has visited Texarkana, Maurice has not visited Easton and if Maurice has not visited Easton then Nelson has not visited Perth Amboy	Nelson has not visited Perth Amboy	ENTAILMENT
t-35	Daniel has not visited Tonawanda, Cody has visited Sterling, Leslie has visited Valdez and if Leslie has visited Valdez then Lance has visited Lisle	Lance has not visited Lisle	CONTRADICTION
t-36	Terrance has not visited Pasadena, Billy has not visited Shreveport, Jim has visited Ajo and if Terrance has not visited Pasadena then Karl has visited Andalusia	Karl has not visited Andalusia	CONTRADICTION
t-37	Keith has not visited Philippi, Allen has not visited Miami Beach, Kevin has visited Ann Arbor and if Keith has not visited Philippi then Luis has visited Cranford	Luis has not visited Cranford	CONTRADICTION
t-38	Chester has not visited Kewanee, Guy has not visited North Las Vegas, Gabriel has visited Ocala and if Guy has visited North Las Vegas then Alexander has visited Helena	Alexander has visited Helena	NEUTRAL
t-39	Sean has not visited Boonville, Gene has visited Gastonia, Perry has not visited Park Ridge and if Perry has not visited Park Ridge then Shane has not visited Eastchester	Shane has not visited Eastchester	ENTAILMENT
t-40	Clifford has not visited Sumter, Arthur has not visited Petoskey, Leo has visited Tamaqua and if Arthur has visited Petoskey then Sergio has visited Florida	Sergio has not visited Florida	NEUTRAL
t-41	Derek has not visited Gettysburg, Dennis has not visited Benton, Cecil has visited San Clemente and if Dennis has visited Benton then Tom has visited Longview	Tom has not visited Longview	NEUTRAL
t-42	Edward has not visited Flagstaff, Russell has visited Glendive, Bobby has not visited East Moline and if Bobby has visited East Moline then Derek has visited Coulee Dam	Derek has visited Coulee Dam	NEUTRAL
t-43	Oscar has not visited Kennewick, Bob has visited Lincoln, Cody has not visited Fort Collins and if Cody has not visited Fort Collins then Alfred has not visited Harpers Ferry	Alfred has not visited Harpers Ferry	ENTAILMENT
t-44	Arthur has not visited Barbourville, Seth has visited San Simeon, Charlie has not visited Cleveland and if Charlie has not visited Cleveland then Earl has not visited Coos Bay	Earl has not visited Coos Bay	ENTAILMENT
t-45	Nicholas has not visited Bordentown, Scott has not visited Daytona Beach, William has visited Braintree and if Scott has visited Daytona Beach then Marshall has visited Carlinville	Marshall has not visited Carlinville	NEUTRAL
t-46	Steve has not visited Iowa, Kirk has not visited Mankato, Adrian has visited Aurora and if Steve has not visited Iowa then Alfred has visited Oak Park	Alfred has visited Oak Park	ENTAILMENT
t-47	Neil has not visited Columbia, Gene has not visited Gadsden, Tim has visited San Jose and if Gene has not visited Gadsden then Clayton has visited East Hartford	Clayton has visited East Hartford	ENTAILMENT
t-48	Raul has not visited Las Cruces, Kirk has not visited Jasper, Gabriel has visited Heber City and if Kirk has not visited Jasper then Elmer has visited Phoenix	Elmer has visited Phoenix	ENTAILMENT
t-49	Milton has not visited Morehead City, Travis has not visited Middlesboro, Terrence has visited Largo and if Travis has visited Middlesboro then Gerald has visited Spearfish	Gerald has not visited Spearfish	NEUTRAL
t-50	Jon has not visited Mount Vernon, Ronnie has not visited Fillmore, Henry has visited Ellensburg and if Ronnie has not visited Fillmore then Jessie has visited Caldwell	Jessie has not visited Caldwell	CONTRADICTION
t-51	Tyrone has not visited Clarksdale, Johnnie has visited Chicopee, Adam has not visited Chico and if Adam has not visited Chico then Daniel has visited Buena Park	Daniel has not visited Buena Park	CONTRADICTION
t-52	Clarence has not visited Fitzgerald, Curtis has not visited Lumberton, Chris has visited Tempe and if Clarence has visited Fitzgerald then Dan has visited Warner Robins	Dan has not visited Warner Robins	NEUTRAL
t-53	Dale has not visited Seneca Falls, Marc has not visited Omaha, Gabriel has visited Port Arthur and if Dale has visited Seneca Falls then Elmer has visited Bremerton	Elmer has not visited Bremerton	NEUTRAL
t-54	Clinton has not visited Silverton, Max has visited Terre Haute, Manuel has visited Augusta and if Max has visited Terre Haute then Jacob has visited Chicago Heights	Jacob has not visited Chicago Heights	CONTRADICTION
t-55	Sidney has not visited Lexington, Brett has visited Mansfield, Roy has not visited Millburn and if Roy has not visited Millburn then Wesley has visited Johnstown	Wesley has not visited Johnstown	CONTRADICTION
t-56	Ken has visited Enterprise, Paul has not visited Fremont, Joel has visited Virginia Beach and if Ken has visited Enterprise then Micheal has visited Cranford	Micheal has not visited Cranford	CONTRADICTION
t-57	Bryan has not visited Wickford, Leroy has not visited Durham, Glenn has visited River Forest and if Bryan has visited Wickford then Terrance has visited Roselle	Terrance has not visited Roselle	NEUTRAL
t-58	Dennis has not visited Glenwood Springs, Marion has not visited Louisiana, Kent has visited Steamboat Springs and if Marion has not visited Louisiana then Jimmy has visited Sturbridge	Jimmy has not visited Sturbridge	CONTRADICTION
t-59	Lester has not visited Beaverton, Calvin has visited Charleston, Julio has not visited Manchester and if Julio has not visited Manchester then Gabriel has visited Goldfield	Gabriel has visited Goldfield	ENTAILMENT
t-60	Terrence has not visited Anniston, Gordon has visited Salem, Corey has visited Delaware and if Gordon has visited Salem then Nathan has visited Saco	Nathan has visited Saco	ENTAILMENT
t-61	Antonio has not visited Hastings, Lance has not visited Chelsea, Stanley has visited Borger and if Lance has not visited Chelsea then Russell has visited Ottawa	Russell has visited Ottawa	ENTAILMENT
t-62	Salvador has not visited Conneaut, Ronnie has not visited Hobbs, Kenneth has visited McKeesport and if Ronnie has not visited Hobbs then Tyrone has visited Lockport	Tyrone has not visited Lockport	CONTRADICTION
t-63	Enrique has visited Bardstown, Paul has not visited Fernandina Beach, Steve has visited Abilene and if Enrique has visited Bardstown then Alex has visited Artesia	Alex has visited Artesia	ENTAILMENT
t-64	Norman has not visited Havre, Bill has visited Baker City, Julian has not visited Kinston and if Julian has not visited Kinston then Bobby has visited Fairfield	Bobby has visited Fairfield	ENTAILMENT
t-65	Nathan has not visited Southampton, Glen has visited Dayton, Darren has not visited Bath and if Darren has not visited Bath then Alfredo has visited Chattanooga	Alfredo has not visited Chattanooga	CONTRADICTION
t-66	Enrique has not visited Palatka, Howard has visited Hawaii, Paul has not visited Darien and if Paul has visited Darien then Don has visited Hagerstown	Don has visited Hagerstown	NEUTRAL
t-67	Daryl has not visited Charleston, Dean has visited White Plains, Ivan has visited Fort Worth and if Ivan has visited Fort Worth then Samuel has visited Anderson	Samuel has visited Anderson	ENTAILMENT
t-68	Perry has not visited Cheboygan, Phillip has not visited Clearwater, Samuel has visited Walpi and if Phillip has not visited Clearwater then Tommy has visited Newton	Tommy has not visited Newton	CONTRADICTION
t-69	Joel has visited De Land, Jacob has not visited Williston, Lonnie has visited Gulfport and if Joel has visited De Land then Harry has visited Midland	Harry has not visited Midland	CONTRADICTION
t-70	Howard has not visited Hobbs, Jorge has visited Prichard, Chester has visited Darien and if Jorge has visited Prichard then Eric has visited New Hampshire	Eric has not visited New Hampshire	CONTRADICTION
t-71	Dennis has not visited Cicero, Warren has visited Middletown, Ronnie has visited Panama City and if Ronnie has visited Panama City then Harold has visited Redding	Harold has not visited Redding	CONTRADICTION
t-72	Sam has not visited Macon, Donald has not visited Jamestown, Vincent has visited Columbia and if Donald has not visited Jamestown then Jerome has visited Milford	Jerome has visited Milford	ENTAILMENT
t-73	Christian has not visited Loveland, Virgil has not visited Streator, Brad has visited White Sulphur Springs and if Christian has visited Loveland then Philip has visited Neenah	Philip has not visited Neenah	NEUTRAL
t-74	Anthony has not visited Guthrie, Roy has not visited Oceanside, Brandon has visited Hempstead and if Roy has visited Oceanside then Chad has visited Reading	Chad has visited Reading	NEUTRAL
t-75	Mitchell has not visited New Haven, Herbert has visited Fairmont, Paul has visited Saint Marys City and if Herbert has visited Fairmont then Melvin has visited Eufaula	Melvin has not visited Eufaula	CONTRADICTION
t-76	Juan has not visited Menlo Park, Jeffery has not visited Seward, Anthony has visited South Hadley and if Juan has visited Menlo Park then Theodore has visited Southampton	Theodore has visited Southampton	NEUTRAL
t-77	Allan has not visited Fresno, Don has not visited Woods Hole, Melvin has visited Biloxi and if Don has not visited Woods Hole then Rafael has visited Carbondale	Rafael has visited Carbondale	ENTAILMENT
t-78	Alberto has not visited Eau Claire, Derrick has visited Valdosta, Claude has not visited De Land and if Claude has visited De Land then Kyle has visited Exeter	Kyle has not visited Exeter	NEUTRAL
t-79	Larry has not visited Medford, Marcus has visited Fayetteville, Ralph has not visited Alhambra and if Ralph has visited Alhambra then Tyler has visited Lufkin	Tyler has visited Lufkin	NEUTRAL
t-80	Marcus has not visited Missouri, Ken has not visited Wilson, Eddie has visited Everett and if Ken has visited Wilson then Marvin has visited Keyser	Marvin has not visited Keyser	NEUTRAL
t-81	Calvin has not visited Seaside, Earl has not visited Florence, Derrick has visited Elgin and if Earl has visited Florence then Herbert has visited Laguna Beach	Herbert has not visited Laguna Beach	NEUTRAL
t-82	Felix has not visited McKinney, Fred has visited Livonia, Martin has visited Willimantic and if Fred has visited Livonia then Darrell has visited Romney	Darrell has not visited Romney	CONTRADICTION
t-83	Arnold has not visited Yankton, Hector has not visited Jeffersonville, Clarence has visited Chester and if Hector has visited Jeffersonville then Brian has visited Keene	Brian has visited Keene	NEUTRAL
t-84	Curtis has not visited Henderson, Jerome has not visited Seward, Jerry has visited Coventry and if Jerome has not visited Seward then Duane has visited Lehi	Duane has visited Lehi	ENTAILMENT
t-85	Rene has not visited Pendleton, Lester has not visited Niagara Falls, Kent has visited Tuskegee and if Rene has visited Pendleton then Alvin has visited Edgartown	Alvin has visited Edgartown	NEUTRAL
t-86	Leslie has not visited Spearfish, Aaron has not visited Hobart, Marcus has visited New Market and if Leslie has not visited Spearfish then Virgil has visited Lawrence	Virgil has not visited Lawrence	CONTRADICTION
t-87	Roy has not visited Blackfoot, Donald has not visited Ogden, Jerome has visited Normal and if Roy has not visited Blackfoot then Clyde has visited New Bern	Clyde has not visited New Bern	CONTRADICTION
t-88	Mike has not visited Phoenix, Roland has not visited Cahokia, Andre has visited Warrensburg and if Mike has visited Phoenix then Milton has visited Ventura	Milton has visited Ventura	NEUTRAL
t-89	Herbert has not visited Hope, Guy has visited Boys Town, Vincent has not visited Canon City and if Vincent has visited Canon City then Willie has visited Stony Brook	Willie has not visited Stony Brook	NEUTRAL
t-90	Glen has not visited Logan, Rene has not visited Camden, Clarence has visited Palatine and if Rene has not visited Camden then Wade has visited East Point	Wade has visited East Point	ENTAILMENT
t-91	Dan has not visited West Virginia, Erik has not visited Lake Wales, Mario has visited Coral Gables and if Dan has not visited West Virginia then Ray has visited Kelso	Ray has not visited Kelso	CONTRADICTION
t-92	Alfred has not visited Defiance, Christopher has not visited Escondido, Hugh has visited Morrilton and if Christopher has not visited Escondido then Bruce has visited Sag Harbor	Bruce has visited Sag Harbor	ENTAILMENT
t-93	Johnnie has not visited Chambersburg, Julian has visited Manassas, Eduardo has not visited Amana Colonies and if Eduardo has not visited Amana Colonies then Ted has visited Ridgewood	Ted has not visited Ridgewood	CONTRADICTION
t-94	Brent has not visited Jersey City, David has visited Yuba City, Jamie has not visited Oxnard and if Jamie has visited Oxnard then Jesse has visited Chesapeake	Jesse has not visited Chesapeake	NEUTRAL
t-95	Byron has not visited Salem, Nicholas has not visited Beaumont, Jorge has visited Hampton and if Nicholas has not visited Beaumont then Danny has visited Peoria	Danny has not visited Peoria	CONTRADICTION
t-96	Nelson has not visited South Holland, Leslie has not visited Hattiesburg, Darren has visited Gettysburg and if Nelson has not visited South Holland then Enrique has visited Pawtucket	Enrique has not visited Pawtucket	CONTRADICTION
t-97	Marc has not visited Franklin, Bruce has visited Hattiesburg, Wade has visited Woodbridge and if Bruce has visited Hattiesburg then Aaron has visited Kokomo	Aaron has visited Kokomo	ENTAILMENT
t-98	Jaime has not visited Dayton, Roberto has not visited West Palm Beach, Ralph has visited Eastpointe and if Roberto has visited West Palm Beach then Terry has visited Trinidad	Terry has not visited Trinidad	NEUTRAL
t-99	Edgar has not visited Durham, Sean has not visited Johnstown, Francis has visited Cape Coral and if Sean has not visited Johnstown then Angel has visited Green River	Angel has not visited Green River	CONTRADICTION
t-100	Gary has not visited Oregon, Rafael has not visited Abbeville, Roland has visited Greenville and if Rafael has not visited Abbeville then Dustin has visited Andover	Dustin has not visited Andover	CONTRADICTION
t-101	Jimmy has not visited Pipestone, Maurice has not visited Point Pleasant, Joe has visited Guntersville and if Jimmy has not visited Pipestone then Gabriel has not visited Clifton	Gabriel has not visited Clifton	ENTAILMENT
t-102	Kent has visited Cedar City, Bryan has not visited Illinois, Alberto has visited New Castle and if Kent has visited Cedar City then Karl has visited Morristown	Karl has not visited Morristown	CONTRADICTION
t-103	Kurt has not visited Hopewell, Allan has not visited Burlington, Angel has visited Bisbee and if Allan has not visited Burlington then Tom has not visited San Fernando	Tom has not visited San Fernando	ENTAILMENT
t-104	Jeff has not visited Biddeford, Mike has visited Oakland, Oscar has visited Thousand Oaks and if Oscar has visited Thousand Oaks then Ralph has visited Wilkes-Barre	Ralph has visited Wilkes-Barre	ENTAILMENT
t-105	Clarence has not visited Bastrop, Darryl has not visited New Albany, Lance has visited Hartford and if Clarence has not visited Bastrop then Jack has not visited Sharon	Jack has not visited Sharon	ENTAILMENT
t-106	Marvin has visited Simsbury, Hector has not visited Belle Fourche, Tim has visited West Orange and if Marvin has visited Simsbury then Glen has visited Grand Forks	Glen has not visited Grand Forks	CONTRADICTION
t-107	Tim has not visited North Las Vegas, Frank has not visited Lowell, Eduardo has visited Coeur d’Alene and if Frank has not visited Lowell then Ernest has visited Davis	Ernest has visited Davis	ENTAILMENT
t-108	Benjamin has not visited Salem, Antonio has visited Seattle, Milton has not visited Pensacola and if Milton has visited Pensacola then Darryl has visited Dedham	Darryl has visited Dedham	NEUTRAL
t-109	Neil has visited Portsmouth, Everett has not visited Ansonia, Cody has visited Southampton and if Neil has visited Portsmouth then Marvin has visited Vallejo	Marvin has visited Vallejo	ENTAILMENT
t-110	Joe has not visited Idaho, Troy has not visited Abbeville, Dean has visited Kittery and if Troy has visited Abbeville then Jay has visited Tampa	Jay has visited Tampa	NEUTRAL
t-111	Reginald has not visited Rawlins, Nicholas has visited Marion, Julian has not visited Summersville and if Julian has visited Summersville then Erik has visited Portland	Erik has not visited Portland	NEUTRAL
t-112	Calvin has visited Waterloo, Dave has not visited Manassas, Frank has visited Albert Lea and if Calvin has visited Waterloo then Dale has visited Nebraska	Dale has visited Nebraska	ENTAILMENT
t-113	Zachary has not visited Lewistown, Harold has visited Helena, Duane has visited San Marcos and if Duane has visited San Marcos then Everett has visited Pharr	Everett has not visited Pharr	CONTRADICTION
t-114	Cecil has not visited Sandusky, Jimmy has not visited Covington, Paul has visited Homestead and if Cecil has visited Sandusky then Ted has visited Dunkirk	Ted has not visited Dunkirk	NEUTRAL
t-115	Charles has not visited Sumter, Adam has not visited Visalia, Glen has visited De Land and if Adam has not visited Visalia then Don has not visited Tewksbury	Don has not visited Tewksbury	ENTAILMENT
t-116	Ivan has not visited Vermont, Mark has not visited Essex, Henry has visited Natick and if Ivan has not visited Vermont then Brett has visited Morristown	Brett has visited Morristown	ENTAILMENT
t-117	George has not visited Babylon, Kenneth has visited Anderson, Clifford has visited Macomb and if Clifford has visited Macomb then Alfredo has visited Martinez	Alfredo has not visited Martinez	CONTRADICTION
t-118	Duane has not visited Ocean City, Lee has visited San Bernardino, Frank has visited Oregon and if Lee has visited San Bernardino then Rene has visited Charleston	Rene has not visited Charleston	CONTRADICTION
t-119	Derrick has not visited Prairie du Chien, Leo has visited Clarksville, Douglas has visited Reading and if Douglas has visited Reading then Vincent has visited Herrin	Vincent has not visited Herrin	CONTRADICTION
t-120	Ben has not visited Redmond, Mark has not visited Framingham, Eric has visited Indiana and if Ben has visited Redmond then Wayne has visited Wilson	Wayne has visited Wilson	NEUTRAL
t-121	Lee has not visited Weirton, Chris has not visited Shelton, Michael has visited Port Gibson and if Chris has not visited Shelton then Richard has not visited Boca Raton	Richard has not visited Boca Raton	ENTAILMENT
t-122	Jaime has not visited Keyser, Tyler has not visited Kalispell, Jose has visited Amesbury and if Jaime has not visited Keyser then Kyle has visited Abilene	Kyle has not visited Abilene	CONTRADICTION
t-123	Don has not visited Bedford, Casey has not visited Manhattan, Dwayne has visited Middletown and if Casey has not visited Manhattan then Ryan has visited Independence	Ryan has not visited Independence	CONTRADICTION
t-124	David has not visited Kansas City, Bruce has not visited Clinton, Hector has visited Ely and if David has visited Kansas City then Virgil has visited Sandwich	Virgil has not visited Sandwich	NEUTRAL
t-125	Darryl has not visited Plainview, Chad has visited Elkton, Ricardo has visited Narragansett and if Chad has visited Elkton then Franklin has visited Newport	Franklin has not visited Newport	CONTRADICTION
t-126	Jacob has not visited Washington, Herbert has not visited Starkville, Marion has visited Springville and if Jacob has not visited Washington then Gordon has not visited Urbana	Gordon has not visited Urbana	ENTAILMENT
t-127	Zachary has not visited Rutland, Sam has not visited Framingham, Alan has visited Homestead and if Zachary has visited Rutland then Harvey has visited Billings	Harvey has not visited Billings	NEUTRAL
t-128	Bob has not visited Ely, Christopher has not visited Menlo Park, Earl has visited Mount Vernon and if Christopher has not visited Menlo Park then Raul has visited Roanoke	Raul has not visited Roanoke	CONTRADICTION
t-129	Jamie has not visited San Rafael, Allen has not visited Benton, Byron has visited Antioch and if Allen has visited Benton then Milton has visited Great Bend	Milton has not visited Great Bend	NEUTRAL
t-130	Jeffrey has not visited Vineland, Lee has not visited Marietta, Erik has visited Mountain View and if Jeffrey has visited Vineland then Eddie has visited Peshtigo	Eddie has not visited Peshtigo	NEUTRAL
t-131	Tyler has not visited Buckhannon, Bradley has not visited Gainesville, Brian has visited Salem and if Tyler has not visited Buckhannon then Rick has not visited Athens	Rick has not visited Athens	ENTAILMENT
t-132	Billy has not visited New Castle, Jose has visited Deerfield Beach, Dwayne has visited Monticello and if Dwayne has visited Monticello then Harold has visited Hot Springs	Harold has not visited Hot Springs	CONTRADICTION
t-133	Dustin has not visited Goldfield, Lee has visited Hilo, Salvador has not visited Plymouth and if Salvador has visited Plymouth then Thomas has visited Carbondale	Thomas has visited Carbondale	NEUTRAL
t-134	Barry has not visited Kingston, Raul has not visited Butte, Clifford has visited Branson and if Barry has visited Kingston then Patrick has visited Williamson	Patrick has visited Williamson	NEUTRAL
t-135	Darren has not visited Goliad, Gilbert has not visited Antioch, Luis has visited Bellefontaine and if Darren has visited Goliad then Benjamin has visited Lahaina	Benjamin has not visited Lahaina	NEUTRAL
t-136	Mathew has not visited Enid, Morris has not visited Cortez, Brad has visited Middlebury and if Mathew has not visited Enid then Oscar has visited Glenview	Oscar has not visited Glenview	CONTRADICTION
t-137	Zachary has not visited Williamsport, Melvin has not visited Long Beach, Kelly has visited Newberg and if Zachary has not visited Williamsport then Corey has visited Herrin	Corey has visited Herrin	ENTAILMENT
t-138	Chris has not visited Bismarck, Felix has not visited Concord, Max has visited Bloomington and if Felix has not visited Concord then Justin has visited Sainte Genevieve	Justin has not visited Sainte Genevieve	CONTRADICTION
t-139	Miguel has not visited Albert Lea, Wallace has visited Framingham, Ralph has visited Virden and if Ralph has visited Virden then Clyde has visited Albany	Clyde has not visited Albany	CONTRADICTION
t-140	Charles has not visited Paris, Lonnie has visited Redlands, Alex has visited Georgetown and if Alex has visited Georgetown then Dan has visited Jeannette	Dan has not visited Jeannette	CONTRADICTION
t-141	Jeff has visited Rock Hill, Marvin has not visited Biloxi, Bernard has visited Central Falls and if Jeff has visited Rock Hill then Frederick has visited Colorado Springs	Frederick has visited Colorado Springs	ENTAILMENT
t-142	Albert has not visited Interlochen, Jerry has visited Sheffield, Antonio has visited Farmington and if Jerry has visited Sheffield then Ray has visited Harlingen	Ray has visited Harlingen	ENTAILMENT
t-143	Dale has visited Ipswich, Clyde has not visited Centralia, Wayne has visited Chelsea and if Dale has visited Ipswich then Wade has visited Richland	Wade has not visited Richland	CONTRADICTION
t-144	Adrian has not visited Oil City, Dan has not visited Myrtle Beach, Sergio has visited Baker City and if Adrian has visited Oil City then Ian has visited Long Beach	Ian has not visited Long Beach	NEUTRAL
t-145	Jon has not visited Middletown, Nathaniel has not visited Saco, Phillip has visited Lawton and if Jon has not visited Middletown then Gordon has visited Shiprock	Gordon has visited Shiprock	ENTAILMENT
t-146	Armando has not visited Logan, Neil has not visited Bowling Green, Hector has visited Fort Kent and if Neil has visited Bowling Green then Leonard has visited Nebraska City	Leonard has not visited Nebraska City	NEUTRAL
t-147	Leroy has not visited Romney, Phillip has not visited New Brunswick, Nicholas has visited Buffalo and if Leroy has not visited Romney then Richard has not visited Lebanon	Richard has not visited Lebanon	ENTAILMENT
t-148	Louis has visited Montclair, Steven has not visited Salem, Thomas has visited Hammond and if Louis has visited Montclair then Sergio has visited Oak Park	Sergio has not visited Oak Park	CONTRADICTION
t-149	Dwayne has not visited New Glarus, Willard has not visited Bradenton, Claude has visited Brookings and if Dwayne has visited New Glarus then Cory has visited Brigham City	Cory has not visited Brigham City	NEUTRAL
t-150	Ian has not visited Hayward, Andre has visited La Grande, Jim has visited Laconia and if Andre has visited La Grande then Ivan has visited Burbank	Ivan has visited Burbank	ENTAILMENT
t-151	Christian has not visited Hot Springs, Robert has not visited Yankton, Mark has visited Fort Payne and if Christian has visited Hot Springs then Felix has visited Palmdale	Felix has not visited Palmdale	NEUTRAL
t-152	Randy has not visited Bethlehem, Dennis has not visited Tuskegee, Joe has visited Tiffin and if Dennis has not visited Tuskegee then Norman has visited Great Bend	Norman has not visited Great Bend	CONTRADICTION
t-153	Patrick has not visited Beaverton, Randall has visited Valdez, Adam has visited Abington and if Adam has visited Abington then Frank has visited Darlington	Frank has visited Darlington	ENTAILMENT
t-154	Paul has not visited Everett, Willie has not visited Pasco, Alfredo has visited Estherville and if Willie has not visited Pasco then Alfred has visited Marysville	Alfred has not visited Marysville	CONTRADICTION
