65	a bat with strong odor did not hit several dogs	many bats with strong odor did not touch a dog	NEUTRAL
86	some poodle did not move away from every metal chair	every poodle did not move away from most steal chairs	NEUTRAL
34	a newborn mammal who all brown stallions moved away from swam	a newborn mammal who all brown stallions moved away from moved	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 3 old stallions who at least 3 bulldogs saw stared at stared at at most 5 wheels	NEUTRAL
19	some bulldog who touched every object was sad	a bulldog who touched each mailbox was sad	ENTAILMENT
87	some quadruped did not see the newborn stallion	each quadruped did not see a newborn stallion	NEUTRAL
39	every newborn cat who ran ran	some but not all newborn cat who ran moved	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	at least 3 horses who at most 6 old dogs who some dog saw stared at stared at at most 5 wheels	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 6 old poodles who at least 6 dogs saw stared at stared at at most 4 wheels	NEUTRAL
58	some dog who at least 6 mammals moved away from moved	at least 3 dogs who at least 6 bats moved away from waltzed	NEUTRAL
19	some bulldog who touched every object was sad	some bulldog who touched each fence was sad	ENTAILMENT
19	some bulldog who touched every object was sad	no bulldog who touched all box was sad	CONTRADICTION
64	every newborn poodle who was happy touched most boxes	every newborn poodle who was happy did not touch a objects	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	each horse who at most 6 old poodles who the bulldog saw saw stared at at most 5 wheels	NEUTRAL
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	each newborn bulldog who swam moved towards at least 3 young cats with strong odor	ENTAILMENT
17	the dog moved towards at least 5 old rabbits who some cat saw	the dog moved towards an old mammal who some cat saw	ENTAILMENT
2	each brown animal moved towards every stallion	most brown animal moved towards some but not all stallion	CONTRADICTION
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	some old quadruped who some but not all brown or black bats with faint smell sniffed was happy	CONTRADICTION
47	most black dogs who each brown bulldog who every cat moved away from saw danced	most black dogs who every brown bulldog who every cat moved away from saw danced	ENTAILMENT
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	some but not all old quadruped who all brown or black animals with odor sniffed was happy	CONTRADICTION
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	most old quadrupeds who all brown or black mammals with odor sniffed were happy	ENTAILMENT
58	some dog who at least 6 mammals moved away from moved	each dog who at least 3 bats moved away from moved	NEUTRAL
2	each brown animal moved towards every stallion	most brown animals moved towards some stallion	ENTAILMENT
88	at most 6 old mammals who swam did not sniff all black quadrupeds	at most 6 old horses who swam did not sniff all black quadrupeds	ENTAILMENT
98	every brown or black horse sniffed at least 5 chairs	no brown horse sniffed at least 5 chairs	CONTRADICTION
24	each old cat with faint odor moved towards the beagle	some old cat with faint smell moved towards a beagle	ENTAILMENT
19	some bulldog who touched every object was sad	a bulldog who touched each fence was sad	ENTAILMENT
98	every brown or black horse sniffed at least 5 chairs	some but not all black horse sniffed at least 3 chairs	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	some horse who at most 6 old dogs who a bulldog saw stared at saw at most 5 wheels	NEUTRAL
47	most black dogs who each brown bulldog who every cat moved away from saw danced	some black mammal who each brown bulldog who every cat moved away from saw danced	ENTAILMENT
6	the old cat with faint odor inspected each chair	the old cat with faint odor did not inspect most chair	CONTRADICTION
31	at least 6 brown or black rabbits waltzed	a brown or black rabbit moved	ENTAILMENT
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	some old quadruped who all black bats with faint odor sniffed was not happy	CONTRADICTION
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	every newborn bulldog who swam moved towards at most 3 young cats with strong smell	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old poodles who at least 3 rabbits saw stared at saw at most 5 wheels	NEUTRAL
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	each old quadruped who all brown or black bats with odor sniffed was not happy	CONTRADICTION
58	some dog who at least 6 mammals moved away from moved	each dog who at least 6 poodles moved away from swam	NEUTRAL
27	each horse danced	some horse slept	CONTRADICTION
80	a bulldog who moved was happy	some bulldog who waltzed was happy	NEUTRAL
3	most old beagles swam	an old dog moved	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old animals who at least 4 bulldogs saw saw stared at at most 5 wheels	NEUTRAL
18	some but not all black animals who some quadruped who was not sad inspected were sad	some but not all black dogs who several quadrupeds who were not sad inspected were sad	NEUTRAL
67	every brown mammal did not touch some but not all stallions without faint odor	most brown mammal did touched some but not all stallions without faint smell	CONTRADICTION
13	each badger was happy	no badger was happy	CONTRADICTION
49	every old horse was sad	no old horse was sad	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old animals who at least 6 dogs saw stared at stared at at most 5 wheels	NEUTRAL
8	each beagle swam	all beagles swam	ENTAILMENT
11	all black mammals saw exactly 5 stallions who danced	most black stallions saw exactly 3 stallions who danced	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old mammals who some mammal saw stared at stared at at most 5 objects	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	many horses who at most 6 old mammals who a dog saw stared at stared at at most 5 wheels	NEUTRAL
11	all black mammals saw exactly 5 stallions who danced	all black bulldogs saw exactly 6 stallions who danced	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old poodles who at least 5 bulldogs stared at stared at did not stare at at most 5 wheels	CONTRADICTION
88	at most 6 old mammals who swam did not sniff all black quadrupeds	at most 6 old horses who swam did not sniff some but not all black quadrupeds	CONTRADICTION
54	at most 6 rabbits who some but not all rabbits who all bulldogs who were happy touched sniffed were not happy	at most 4 mammals who some but not all mammals who most bulldogs who were happy touched sniffed were not happy	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	a horse who at most 6 old dogs who at least 3 bulldogs saw stared at stared at at most 3 objects	NEUTRAL
18	some but not all black animals who some quadruped who was not sad inspected were sad	some but not all brown or black animals who a quadruped who was not sad inspected were sad	ENTAILMENT
58	some dog who at least 6 mammals moved away from moved	each dog who at least 3 rabbits moved away from danced	NEUTRAL
99	at least 6 young mammals danced	at least 6 young bulldogs danced	NEUTRAL
76	the newborn dog waltzed	no newborn dog waltzed	CONTRADICTION
18	some but not all black animals who some quadruped who was not sad inspected were sad	each brown or black animals who some quadruped who was not sad inspected were sad	CONTRADICTION
47	most black dogs who each brown bulldog who every cat moved away from saw danced	every black dog who a brown bulldog who some cat moved away from saw danced	NEUTRAL
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 3 old poodles who several bulldogs saw stared at stared at at most 5 wheels	NEUTRAL
72	each bat sniffed at least 5 bats	each bat sniffed at most 4 bats	CONTRADICTION
19	some bulldog who touched every object was sad	a bulldog who touched most wagons was sad	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old poodles who several mammals saw stared at stared at at most 5 wheels	NEUTRAL
67	every brown mammal did not touch some but not all stallions without faint odor	some but not all brown mammal did not touch some but not all stallions without faint smell	CONTRADICTION
72	each bat sniffed at least 5 bats	no bat sniffed at least 5 bats	CONTRADICTION
6	the old cat with faint odor inspected each chair	an old cat with faint odor inspected most chairs	ENTAILMENT
6	the old cat with faint odor inspected each chair	the old cat with faint odor did not inspect all chair	CONTRADICTION
42	every old quadruped who all brown or black bats with faint odor sniffed was happy	most old quadrupeds who each brown or black bat with faint smell sniffed were happy	ENTAILMENT
88	at most 6 old mammals who swam did not sniff all black quadrupeds	at most 6 old stallions who swam did not sniff a black quadruped	ENTAILMENT
44	some quadruped inspected each black bat	some quadruped did not inspect all black bat	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	the horse who at most 6 old poodles who a bulldog saw stared at stared at at most 5 wheels	NEUTRAL
17	the dog moved towards at least 5 old rabbits who some cat saw	some dog moved towards at most 4 old mammals who some cat saw	CONTRADICTION
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	all horses who at most 6 old poodles who at least 6 bulldogs stared at stared at saw at most 5 wheels	NEUTRAL
89	each newborn bulldog who swam moved towards at least 6 young cats with strong odor	all newborn bulldogs who swam moved towards at least 6 young cats with strong odor	ENTAILMENT
38	a horse who at most 6 old poodles who at least 3 bulldogs saw stared at stared at at most 5 wheels	many horses who at most 6 old poodles who at least 3 dogs saw stared at saw at most 4 wheels	NEUTRAL
